Tipus_bus,Tipus_dia,Direccio,Parada_sortida,Hora_sortida,Parada_arribada,Hora_arribada,Id_viatge_dia,LatLong_sortida,Nota mapa parada sortida
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,09:55,MONISTROL - C. Balmes (Pont Gòtic),10:40,7,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,09:55,ST. V. CASTELLET - Plaça del Pi,10:46,7,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,09:55,CASTELLGALÍ - La Fàbrica,10:48,7,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,09:55,MANRESA - Plaça Valldaura,10:57,7,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,09:55,MANRESA - Estació d'autobusos,11:05,7,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,09:57,OLESA - Plaça de l'Oli,10:28,7,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,09:57,OLESA - Rotonda Els Closos,10:30,7,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,09:57,MONISTROL - Can Gomis,10:38,7,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,09:57,MONISTROL - C. Balmes (Pont Gòtic),10:40,7,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,09:57,ST. V. CASTELLET - Plaça del Pi,10:46,7,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,09:57,CASTELLGALÍ - La Fàbrica,10:48,7,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,09:57,MANRESA - Plaça Valldaura,10:57,7,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,09:57,MANRESA - Estació d'autobusos,11:05,7,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,09:59,OLESA - Plaça de l'Oli,10:28,7,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,09:59,OLESA - Rotonda Els Closos,10:30,7,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,09:59,MONISTROL - Can Gomis,10:38,7,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,09:59,MONISTROL - C. Balmes (Pont Gòtic),10:40,7,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,09:59,ST. V. CASTELLET - Plaça del Pi,10:46,7,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,09:59,CASTELLGALÍ - La Fàbrica,10:48,7,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,09:59,MANRESA - Plaça Valldaura,10:57,7,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,09:59,MANRESA - Estació d'autobusos,11:05,7,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,10:28,MONISTROL - Can Gomis,10:38,7,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,10:28,MONISTROL - C. Balmes (Pont Gòtic),10:40,7,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,10:28,ST. V. CASTELLET - Plaça del Pi,10:46,7,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,10:28,CASTELLGALÍ - La Fàbrica,10:48,7,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,10:28,MANRESA - Plaça Valldaura,10:57,7,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,10:28,MANRESA - Estació d'autobusos,11:05,7,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,10:30,MONISTROL - Can Gomis,10:38,7,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,10:30,MONISTROL - C. Balmes (Pont Gòtic),10:40,7,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,10:30,ST. V. CASTELLET - Plaça del Pi,10:46,7,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,10:30,CASTELLGALÍ - La Fàbrica,10:48,7,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,10:30,MANRESA - Plaça Valldaura,10:57,7,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,10:30,MANRESA - Estació d'autobusos,11:05,7,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:15,MANRESA - Hospital de Sant Joan de Déu,12:10,8,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:15,MANRESA - Plaça Valldaura,12:17,8,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:15,MANRESA - Estació d'autobusos,12:25,8,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:17,MANRESA - Hospital de Sant Joan de Déu,12:10,8,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:17,MANRESA - Plaça Valldaura,12:17,8,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:17,MANRESA - Estació d'autobusos,12:25,8,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:19,MANRESA - Hospital de Sant Joan de Déu,12:10,8,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:19,MANRESA - Plaça Valldaura,12:17,8,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
e22,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:19,MANRESA - Estació d'autobusos,12:25,8,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",11:40,OLESA - Plaça de l'Oli,12:28,9,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",11:40,OLESA - Rotonda Els Closos,12:30,9,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",11:40,MONISTROL - Can Gomis,12:38,9,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",11:40,MONISTROL - C. Balmes (Pont Gòtic),12:40,9,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",11:40,ST. V. CASTELLET - Plaça del Pi,12:46,9,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",11:40,CASTELLGALÍ - La Fàbrica,12:48,9,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",11:40,MANRESA - Plaça Valldaura,12:57,9,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",11:40,MANRESA - Estació d'autobusos,13:05,9,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",11:45,OLESA - Plaça de l'Oli,12:28,9,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",11:45,OLESA - Rotonda Els Closos,12:30,9,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",11:45,MONISTROL - Can Gomis,12:38,9,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",11:45,MONISTROL - C. Balmes (Pont Gòtic),12:40,9,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",11:45,ST. V. CASTELLET - Plaça del Pi,12:46,9,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",11:45,CASTELLGALÍ - La Fàbrica,12:48,9,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",11:45,MANRESA - Plaça Valldaura,12:57,9,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",11:45,MANRESA - Estació d'autobusos,13:05,9,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:55,OLESA - Plaça de l'Oli,12:28,9,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:55,OLESA - Rotonda Els Closos,12:30,9,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:55,MONISTROL - Can Gomis,12:38,9,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:55,MONISTROL - C. Balmes (Pont Gòtic),12:40,9,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:55,ST. V. CASTELLET - Plaça del Pi,12:46,9,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:55,CASTELLGALÍ - La Fàbrica,12:48,9,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:55,MANRESA - Plaça Valldaura,12:57,9,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,11:55,MANRESA - Estació d'autobusos,13:05,9,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:57,OLESA - Plaça de l'Oli,12:28,9,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:57,OLESA - Rotonda Els Closos,12:30,9,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:57,MONISTROL - Can Gomis,12:38,9,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:57,MONISTROL - C. Balmes (Pont Gòtic),12:40,9,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:57,ST. V. CASTELLET - Plaça del Pi,12:46,9,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:57,CASTELLGALÍ - La Fàbrica,12:48,9,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:57,MANRESA - Plaça Valldaura,12:57,9,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,11:57,MANRESA - Estació d'autobusos,13:05,9,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:59,OLESA - Plaça de l'Oli,12:28,9,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:59,OLESA - Rotonda Els Closos,12:30,9,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:59,MONISTROL - Can Gomis,12:38,9,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:59,MONISTROL - C. Balmes (Pont Gòtic),12:40,9,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:59,ST. V. CASTELLET - Plaça del Pi,12:46,9,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:59,CASTELLGALÍ - La Fàbrica,12:48,9,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:59,MANRESA - Plaça Valldaura,12:57,9,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,11:59,MANRESA - Estació d'autobusos,13:05,9,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,12:28,MONISTROL - Can Gomis,12:38,9,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,12:28,MONISTROL - C. Balmes (Pont Gòtic),12:40,9,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,12:28,ST. V. CASTELLET - Plaça del Pi,12:46,9,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,12:28,CASTELLGALÍ - La Fàbrica,12:48,9,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,12:28,MANRESA - Plaça Valldaura,12:57,9,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Plaça de l'Oli,12:28,MANRESA - Estació d'autobusos,13:05,9,"41.5420661, 1.8942752",Tornada a BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,12:30,MONISTROL - Can Gomis,12:38,9,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,12:30,MONISTROL - C. Balmes (Pont Gòtic),12:40,9,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,12:30,ST. V. CASTELLET - Plaça del Pi,12:46,9,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,12:30,CASTELLGALÍ - La Fàbrica,12:48,9,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,12:30,MANRESA - Plaça Valldaura,12:57,9,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,Dissabtes i Festius,Barcelona - Manresa,OLESA - Rotonda Els Closos,12:30,MANRESA - Estació d'autobusos,13:05,9,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",12:40,OLESA - Plaça de l'Oli,13:33,10,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
e23,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",12:40,OLESA - Rotonda Els Closos,13:35,10,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
e23,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",12:45,OLESA - Plaça de l'Oli,13:33,10,"41.389348, 2.1470734",Direcció MANRESA
e23,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",12:45,OLESA - Rotonda Els Closos,13:35,10,"41.389348, 2.1470734",Direcció MANRESA
e23,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,12:55,OLESA - Plaça de l'Oli,13:33,10,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
e23,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,12:55,OLESA - Rotonda Els Closos,13:35,10,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
e23,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,12:57,OLESA - Plaça de l'Oli,13:33,10,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
e23,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,12:57,OLESA - Rotonda Els Closos,13:35,10,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
e23,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,12:59,OLESA - Plaça de l'Oli,13:33,10,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
e23,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,12:59,OLESA - Rotonda Els Closos,13:35,10,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",13:40,OLESA - Plaça de l'Oli,14:28,11,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",13:40,OLESA - Rotonda Els Closos,14:30,11,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",13:40,MONISTROL - Can Gomis,14:38,11,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",13:40,MONISTROL - C. Balmes (Pont Gòtic),14:40,11,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",13:40,ST. V. CASTELLET - Plaça del Pi,14:46,11,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",13:40,CASTELLGALÍ - La Fàbrica,14:48,11,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",13:40,MANRESA - Plaça Valldaura,14:57,11,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Gran Via de les Corts, 612",13:40,MANRESA - Estació d'autobusos,15:05,11,"41.3874666, 2.1635053",Direcció MANRESA i Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",13:45,OLESA - Plaça de l'Oli,14:28,11,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",13:45,OLESA - Rotonda Els Closos,14:30,11,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",13:45,MONISTROL - Can Gomis,14:38,11,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",13:45,MONISTROL - C. Balmes (Pont Gòtic),14:40,11,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",13:45,ST. V. CASTELLET - Plaça del Pi,14:46,11,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",13:45,CASTELLGALÍ - La Fàbrica,14:48,11,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",13:45,MANRESA - Plaça Valldaura,14:57,11,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,"BCN - Còrsega, 167",13:45,MANRESA - Estació d'autobusos,15:05,11,"41.389348, 2.1470734",Direcció MANRESA
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,13:55,OLESA - Plaça de l'Oli,14:28,11,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,13:55,OLESA - Rotonda Els Closos,14:30,11,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,13:55,MONISTROL - Can Gomis,14:38,11,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,13:55,MONISTROL - C. Balmes (Pont Gòtic),14:40,11,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,13:55,ST. V. CASTELLET - Plaça del Pi,14:46,11,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,13:55,CASTELLGALÍ - La Fàbrica,14:48,11,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,13:55,MANRESA - Plaça Valldaura,14:57,11,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Maria Cristina,13:55,MANRESA - Estació d'autobusos,15:05,11,"41.3881868, 2.128139",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,13:57,OLESA - Plaça de l'Oli,14:28,11,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,13:57,OLESA - Rotonda Els Closos,14:30,11,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,13:57,MONISTROL - Can Gomis,14:38,11,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,13:57,MONISTROL - C. Balmes (Pont Gòtic),14:40,11,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,13:57,ST. V. CASTELLET - Plaça del Pi,14:46,11,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,13:57,CASTELLGALÍ - La Fàbrica,14:48,11,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,13:57,MANRESA - Plaça Valldaura,14:57,11,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Palau Reial,13:57,MANRESA - Estació d'autobusos,15:05,11,"41.3860459, 2.1171406",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,13:59,OLESA - Plaça de l'Oli,14:28,11,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,13:59,OLESA - Rotonda Els Closos,14:30,11,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,13:59,MONISTROL - Can Gomis,14:38,11,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,13:59,MONISTROL - C. Balmes (Pont Gòtic),14:40,11,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,13:59,ST. V. CASTELLET - Plaça del Pi,14:46,11,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
,Dissabtes i Festius,Barcelona - Manresa,BCN - Zona Universitària,13:59,CASTELLGALÍ - La Fàbrica,14:48,11,"41.3848487, 2.1132205",Direcció MANRESA - no ve marcada Direcció BCN
